Left Bank: 32 Chickens, 30 Wolves, 1 Boat
Right Bank: 68 Chickens, 67 Wolves, 0 Boat

Left Bank: 31 Chickens, 29 Wolves, 0 Boat
Right Bank: 69 Chickens, 68 Wolves, 1 Boat

Left Bank: 31 Chickens, 31 Wolves, 1 Boat
Right Bank: 69 Chickens, 66 Wolves, 0 Boat

Left Bank: 31 Chickens, 30 Wolves, 0 Boat
Right Bank: 69 Chickens, 67 Wolves, 1 Boat

Left Bank: 33 Chickens, 30 Wolves, 1 Boat
Right Bank: 67 Chickens, 67 Wolves, 0 Boat

Left Bank: 32 Chickens, 29 Wolves, 0 Boat
Right Bank: 68 Chickens, 68 Wolves, 1 Boat

Left Bank: 32 Chickens, 31 Wolves, 1 Boat
Right Bank: 68 Chickens, 66 Wolves, 0 Boat

Left Bank: 31 Chickens, 31 Wolves, 0 Boat
Right Bank: 69 Chickens, 66 Wolves, 1 Boat

Left Bank: 33 Chickens, 31 Wolves, 1 Boat
Right Bank: 67 Chickens, 66 Wolves, 0 Boat

Left Bank: 32 Chickens, 30 Wolves, 0 Boat
Right Bank: 68 Chickens, 67 Wolves, 1 Boat

Left Bank: 32 Chickens, 32 Wolves, 1 Boat
Right Bank: 68 Chickens, 65 Wolves, 0 Boat

Left Bank: 32 Chickens, 31 Wolves, 0 Boat
Right Bank: 68 Chickens, 66 Wolves, 1 Boat

Left Bank: 34 Chickens, 31 Wolves, 1 Boat
Right Bank: 66 Chickens, 66 Wolves, 0 Boat

Left Bank: 33 Chickens, 30 Wolves, 0 Boat
Right Bank: 67 Chickens, 67 Wolves, 1 Boat

Left Bank: 33 Chickens, 32 Wolves, 1 Boat
Right Bank: 67 Chickens, 65 Wolves, 0 Boat

Left Bank: 32 Chickens, 32 Wolves, 0 Boat
Right Bank: 68 Chickens, 65 Wolves, 1 Boat

Left Bank: 34 Chickens, 32 Wolves, 1 Boat
Right Bank: 66 Chickens, 65 Wolves, 0 Boat

Left Bank: 33 Chickens, 31 Wolves, 0 Boat
Right Bank: 67 Chickens, 66 Wolves, 1 Boat

Left Bank: 33 Chickens, 33 Wolves, 1 Boat
Right Bank: 67 Chickens, 64 Wolves, 0 Boat

Left Bank: 33 Chickens, 32 Wolves, 0 Boat
Right Bank: 67 Chickens, 65 Wolves, 1 Boat

Left Bank: 35 Chickens, 32 Wolves, 1 Boat
Right Bank: 65 Chickens, 65 Wolves, 0 Boat

Left Bank: 34 Chickens, 31 Wolves, 0 Boat
Right Bank: 66 Chickens, 66 Wolves, 1 Boat

Left Bank: 34 Chickens, 33 Wolves, 1 Boat
Right Bank: 66 Chickens, 64 Wolves, 0 Boat

Left Bank: 33 Chickens, 33 Wolves, 0 Boat
Right Bank: 67 Chickens, 64 Wolves, 1 Boat

Left Bank: 35 Chickens, 33 Wolves, 1 Boat
Right Bank: 65 Chickens, 64 Wolves, 0 Boat

Left Bank: 34 Chickens, 32 Wolves, 0 Boat
Right Bank: 66 Chickens, 65 Wolves, 1 Boat

Left Bank: 34 Chickens, 34 Wolves, 1 Boat
Right Bank: 66 Chickens, 63 Wolves, 0 Boat

Left Bank: 34 Chickens, 33 Wolves, 0 Boat
Right Bank: 66 Chickens, 64 Wolves, 1 Boat

Left Bank: 36 Chickens, 33 Wolves, 1 Boat
Right Bank: 64 Chickens, 64 Wolves, 0 Boat

Left Bank: 35 Chickens, 32 Wolves, 0 Boat
Right Bank: 65 Chickens, 65 Wolves, 1 Boat

Left Bank: 35 Chickens, 34 Wolves, 1 Boat
Right Bank: 65 Chickens, 63 Wolves, 0 Boat

Left Bank: 34 Chickens, 34 Wolves, 0 Boat
Right Bank: 66 Chickens, 63 Wolves, 1 Boat

Left Bank: 36 Chickens, 34 Wolves, 1 Boat
Right Bank: 64 Chickens, 63 Wolves, 0 Boat

Left Bank: 35 Chickens, 33 Wolves, 0 Boat
Right Bank: 65 Chickens, 64 Wolves, 1 Boat

Left Bank: 35 Chickens, 35 Wolves, 1 Boat
Right Bank: 65 Chickens, 62 Wolves, 0 Boat

Left Bank: 35 Chickens, 34 Wolves, 0 Boat
Right Bank: 65 Chickens, 63 Wolves, 1 Boat

Left Bank: 37 Chickens, 34 Wolves, 1 Boat
Right Bank: 63 Chickens, 63 Wolves, 0 Boat

Left Bank: 36 Chickens, 33 Wolves, 0 Boat
Right Bank: 64 Chickens, 64 Wolves, 1 Boat

Left Bank: 36 Chickens, 35 Wolves, 1 Boat
Right Bank: 64 Chickens, 62 Wolves, 0 Boat

Left Bank: 35 Chickens, 35 Wolves, 0 Boat
Right Bank: 65 Chickens, 62 Wolves, 1 Boat

Left Bank: 37 Chickens, 35 Wolves, 1 Boat
Right Bank: 63 Chickens, 62 Wolves, 0 Boat

Left Bank: 36 Chickens, 34 Wolves, 0 Boat
Right Bank: 64 Chickens, 63 Wolves, 1 Boat

Left Bank: 36 Chickens, 36 Wolves, 1 Boat
Right Bank: 64 Chickens, 61 Wolves, 0 Boat

Left Bank: 36 Chickens, 35 Wolves, 0 Boat
Right Bank: 64 Chickens, 62 Wolves, 1 Boat

Left Bank: 38 Chickens, 35 Wolves, 1 Boat
Right Bank: 62 Chickens, 62 Wolves, 0 Boat

Left Bank: 37 Chickens, 34 Wolves, 0 Boat
Right Bank: 63 Chickens, 63 Wolves, 1 Boat

Left Bank: 37 Chickens, 36 Wolves, 1 Boat
Right Bank: 63 Chickens, 61 Wolves, 0 Boat

Left Bank: 36 Chickens, 36 Wolves, 0 Boat
Right Bank: 64 Chickens, 61 Wolves, 1 Boat

Left Bank: 38 Chickens, 36 Wolves, 1 Boat
Right Bank: 62 Chickens, 61 Wolves, 0 Boat

Left Bank: 37 Chickens, 35 Wolves, 0 Boat
Right Bank: 63 Chickens, 62 Wolves, 1 Boat

Left Bank: 37 Chickens, 37 Wolves, 1 Boat
Right Bank: 63 Chickens, 60 Wolves, 0 Boat

Left Bank: 37 Chickens, 36 Wolves, 0 Boat
Right Bank: 63 Chickens, 61 Wolves, 1 Boat

Left Bank: 39 Chickens, 36 Wolves, 1 Boat
Right Bank: 61 Chickens, 61 Wolves, 0 Boat

Left Bank: 38 Chickens, 35 Wolves, 0 Boat
Right Bank: 62 Chickens, 62 Wolves, 1 Boat

Left Bank: 38 Chickens, 37 Wolves, 1 Boat
Right Bank: 62 Chickens, 60 Wolves, 0 Boat

Left Bank: 37 Chickens, 37 Wolves, 0 Boat
Right Bank: 63 Chickens, 60 Wolves, 1 Boat

Left Bank: 39 Chickens, 37 Wolves, 1 Boat
Right Bank: 61 Chickens, 60 Wolves, 0 Boat

Left Bank: 38 Chickens, 36 Wolves, 0 Boat
Right Bank: 62 Chickens, 61 Wolves, 1 Boat

Left Bank: 38 Chickens, 38 Wolves, 1 Boat
Right Bank: 62 Chickens, 59 Wolves, 0 Boat

Left Bank: 38 Chickens, 37 Wolves, 0 Boat
Right Bank: 62 Chickens, 60 Wolves, 1 Boat

Left Bank: 40 Chickens, 37 Wolves, 1 Boat
Right Bank: 60 Chickens, 60 Wolves, 0 Boat

Left Bank: 39 Chickens, 36 Wolves, 0 Boat
Right Bank: 61 Chickens, 61 Wolves, 1 Boat

Left Bank: 39 Chickens, 38 Wolves, 1 Boat
Right Bank: 61 Chickens, 59 Wolves, 0 Boat

Left Bank: 38 Chickens, 38 Wolves, 0 Boat
Right Bank: 62 Chickens, 59 Wolves, 1 Boat

Left Bank: 40 Chickens, 38 Wolves, 1 Boat
Right Bank: 60 Chickens, 59 Wolves, 0 Boat

Left Bank: 39 Chickens, 37 Wolves, 0 Boat
Right Bank: 61 Chickens, 60 Wolves, 1 Boat

Left Bank: 39 Chickens, 39 Wolves, 1 Boat
Right Bank: 61 Chickens, 58 Wolves, 0 Boat

Left Bank: 39 Chickens, 38 Wolves, 0 Boat
Right Bank: 61 Chickens, 59 Wolves, 1 Boat

Left Bank: 41 Chickens, 38 Wolves, 1 Boat
Right Bank: 59 Chickens, 59 Wolves, 0 Boat

Left Bank: 40 Chickens, 37 Wolves, 0 Boat
Right Bank: 60 Chickens, 60 Wolves, 1 Boat

Left Bank: 40 Chickens, 39 Wolves, 1 Boat
Right Bank: 60 Chickens, 58 Wolves, 0 Boat

Left Bank: 39 Chickens, 39 Wolves, 0 Boat
Right Bank: 61 Chickens, 58 Wolves, 1 Boat

Left Bank: 41 Chickens, 39 Wolves, 1 Boat
Right Bank: 59 Chickens, 58 Wolves, 0 Boat

Left Bank: 40 Chickens, 38 Wolves, 0 Boat
Right Bank: 60 Chickens, 59 Wolves, 1 Boat

Left Bank: 40 Chickens, 40 Wolves, 1 Boat
Right Bank: 60 Chickens, 57 Wolves, 0 Boat

Left Bank: 40 Chickens, 39 Wolves, 0 Boat
Right Bank: 60 Chickens, 58 Wolves, 1 Boat

Left Bank: 42 Chickens, 39 Wolves, 1 Boat
Right Bank: 58 Chickens, 58 Wolves, 0 Boat

Left Bank: 41 Chickens, 38 Wolves, 0 Boat
Right Bank: 59 Chickens, 59 Wolves, 1 Boat

Left Bank: 41 Chickens, 40 Wolves, 1 Boat
Right Bank: 59 Chickens, 57 Wolves, 0 Boat

Left Bank: 40 Chickens, 40 Wolves, 0 Boat
Right Bank: 60 Chickens, 57 Wolves, 1 Boat

Left Bank: 42 Chickens, 40 Wolves, 1 Boat
Right Bank: 58 Chickens, 57 Wolves, 0 Boat

Left Bank: 41 Chickens, 39 Wolves, 0 Boat
Right Bank: 59 Chickens, 58 Wolves, 1 Boat

Left Bank: 41 Chickens, 41 Wolves, 1 Boat
Right Bank: 59 Chickens, 56 Wolves, 0 Boat

Left Bank: 41 Chickens, 40 Wolves, 0 Boat
Right Bank: 59 Chickens, 57 Wolves, 1 Boat

Left Bank: 43 Chickens, 40 Wolves, 1 Boat
Right Bank: 57 Chickens, 57 Wolves, 0 Boat

Left Bank: 42 Chickens, 39 Wolves, 0 Boat
Right Bank: 58 Chickens, 58 Wolves, 1 Boat

Left Bank: 42 Chickens, 41 Wolves, 1 Boat
Right Bank: 58 Chickens, 56 Wolves, 0 Boat

Left Bank: 41 Chickens, 41 Wolves, 0 Boat
Right Bank: 59 Chickens, 56 Wolves, 1 Boat

Left Bank: 43 Chickens, 41 Wolves, 1 Boat
Right Bank: 57 Chickens, 56 Wolves, 0 Boat

Left Bank: 42 Chickens, 40 Wolves, 0 Boat
Right Bank: 58 Chickens, 57 Wolves, 1 Boat

Left Bank: 42 Chickens, 42 Wolves, 1 Boat
Right Bank: 58 Chickens, 55 Wolves, 0 Boat

Left Bank: 42 Chickens, 41 Wolves, 0 Boat
Right Bank: 58 Chickens, 56 Wolves, 1 Boat

Left Bank: 44 Chickens, 41 Wolves, 1 Boat
Right Bank: 56 Chickens, 56 Wolves, 0 Boat

Left Bank: 43 Chickens, 40 Wolves, 0 Boat
Right Bank: 57 Chickens, 57 Wolves, 1 Boat

Left Bank: 43 Chickens, 42 Wolves, 1 Boat
Right Bank: 57 Chickens, 55 Wolves, 0 Boat

Left Bank: 42 Chickens, 42 Wolves, 0 Boat
Right Bank: 58 Chickens, 55 Wolves, 1 Boat

Left Bank: 44 Chickens, 42 Wolves, 1 Boat
Right Bank: 56 Chickens, 55 Wolves, 0 Boat

Left Bank: 43 Chickens, 41 Wolves, 0 Boat
Right Bank: 57 Chickens, 56 Wolves, 1 Boat

Left Bank: 43 Chickens, 43 Wolves, 1 Boat
Right Bank: 57 Chickens, 54 Wolves, 0 Boat

Left Bank: 43 Chickens, 42 Wolves, 0 Boat
Right Bank: 57 Chickens, 55 Wolves, 1 Boat

Left Bank: 45 Chickens, 42 Wolves, 1 Boat
Right Bank: 55 Chickens, 55 Wolves, 0 Boat

Left Bank: 44 Chickens, 41 Wolves, 0 Boat
Right Bank: 56 Chickens, 56 Wolves, 1 Boat

Left Bank: 44 Chickens, 43 Wolves, 1 Boat
Right Bank: 56 Chickens, 54 Wolves, 0 Boat

Left Bank: 43 Chickens, 43 Wolves, 0 Boat
Right Bank: 57 Chickens, 54 Wolves, 1 Boat

Left Bank: 45 Chickens, 43 Wolves, 1 Boat
Right Bank: 55 Chickens, 54 Wolves, 0 Boat

Left Bank: 44 Chickens, 42 Wolves, 0 Boat
Right Bank: 56 Chickens, 55 Wolves, 1 Boat

Left Bank: 44 Chickens, 44 Wolves, 1 Boat
Right Bank: 56 Chickens, 53 Wolves, 0 Boat

Left Bank: 44 Chickens, 43 Wolves, 0 Boat
Right Bank: 56 Chickens, 54 Wolves, 1 Boat

Left Bank: 46 Chickens, 43 Wolves, 1 Boat
Right Bank: 54 Chickens, 54 Wolves, 0 Boat

Left Bank: 45 Chickens, 42 Wolves, 0 Boat
Right Bank: 55 Chickens, 55 Wolves, 1 Boat

Left Bank: 45 Chickens, 44 Wolves, 1 Boat
Right Bank: 55 Chickens, 53 Wolves, 0 Boat

Left Bank: 44 Chickens, 44 Wolves, 0 Boat
Right Bank: 56 Chickens, 53 Wolves, 1 Boat

Left Bank: 46 Chickens, 44 Wolves, 1 Boat
Right Bank: 54 Chickens, 53 Wolves, 0 Boat

Left Bank: 45 Chickens, 43 Wolves, 0 Boat
Right Bank: 55 Chickens, 54 Wolves, 1 Boat

Left Bank: 45 Chickens, 45 Wolves, 1 Boat
Right Bank: 55 Chickens, 52 Wolves, 0 Boat

Left Bank: 45 Chickens, 44 Wolves, 0 Boat
Right Bank: 55 Chickens, 53 Wolves, 1 Boat

Left Bank: 47 Chickens, 44 Wolves, 1 Boat
Right Bank: 53 Chickens, 53 Wolves, 0 Boat

Left Bank: 46 Chickens, 43 Wolves, 0 Boat
Right Bank: 54 Chickens, 54 Wolves, 1 Boat

Left Bank: 46 Chickens, 45 Wolves, 1 Boat
Right Bank: 54 Chickens, 52 Wolves, 0 Boat

Left Bank: 45 Chickens, 45 Wolves, 0 Boat
Right Bank: 55 Chickens, 52 Wolves, 1 Boat

Left Bank: 47 Chickens, 45 Wolves, 1 Boat
Right Bank: 53 Chickens, 52 Wolves, 0 Boat

Left Bank: 46 Chickens, 44 Wolves, 0 Boat
Right Bank: 54 Chickens, 53 Wolves, 1 Boat

Left Bank: 46 Chickens, 46 Wolves, 1 Boat
Right Bank: 54 Chickens, 51 Wolves, 0 Boat

Left Bank: 46 Chickens, 45 Wolves, 0 Boat
Right Bank: 54 Chickens, 52 Wolves, 1 Boat

Left Bank: 48 Chickens, 45 Wolves, 1 Boat
Right Bank: 52 Chickens, 52 Wolves, 0 Boat

Left Bank: 47 Chickens, 44 Wolves, 0 Boat
Right Bank: 53 Chickens, 53 Wolves, 1 Boat

Left Bank: 47 Chickens, 46 Wolves, 1 Boat
Right Bank: 53 Chickens, 51 Wolves, 0 Boat

Left Bank: 46 Chickens, 46 Wolves, 0 Boat
Right Bank: 54 Chickens, 51 Wolves, 1 Boat

Left Bank: 48 Chickens, 46 Wolves, 1 Boat
Right Bank: 52 Chickens, 51 Wolves, 0 Boat

Left Bank: 47 Chickens, 45 Wolves, 0 Boat
Right Bank: 53 Chickens, 52 Wolves, 1 Boat

Left Bank: 47 Chickens, 47 Wolves, 1 Boat
Right Bank: 53 Chickens, 50 Wolves, 0 Boat

Left Bank: 47 Chickens, 46 Wolves, 0 Boat
Right Bank: 53 Chickens, 51 Wolves, 1 Boat

Left Bank: 49 Chickens, 46 Wolves, 1 Boat
Right Bank: 51 Chickens, 51 Wolves, 0 Boat

Left Bank: 48 Chickens, 45 Wolves, 0 Boat
Right Bank: 52 Chickens, 52 Wolves, 1 Boat

Left Bank: 48 Chickens, 47 Wolves, 1 Boat
Right Bank: 52 Chickens, 50 Wolves, 0 Boat

Left Bank: 47 Chickens, 47 Wolves, 0 Boat
Right Bank: 53 Chickens, 50 Wolves, 1 Boat

Left Bank: 49 Chickens, 47 Wolves, 1 Boat
Right Bank: 51 Chickens, 50 Wolves, 0 Boat

Left Bank: 48 Chickens, 46 Wolves, 0 Boat
Right Bank: 52 Chickens, 51 Wolves, 1 Boat

Left Bank: 48 Chickens, 48 Wolves, 1 Boat
Right Bank: 52 Chickens, 49 Wolves, 0 Boat

Left Bank: 48 Chickens, 47 Wolves, 0 Boat
Right Bank: 52 Chickens, 50 Wolves, 1 Boat

Left Bank: 50 Chickens, 47 Wolves, 1 Boat
Right Bank: 50 Chickens, 50 Wolves, 0 Boat

Left Bank: 49 Chickens, 46 Wolves, 0 Boat
Right Bank: 51 Chickens, 51 Wolves, 1 Boat

Left Bank: 49 Chickens, 48 Wolves, 1 Boat
Right Bank: 51 Chickens, 49 Wolves, 0 Boat

Left Bank: 48 Chickens, 48 Wolves, 0 Boat
Right Bank: 52 Chickens, 49 Wolves, 1 Boat

Left Bank: 50 Chickens, 48 Wolves, 1 Boat
Right Bank: 50 Chickens, 49 Wolves, 0 Boat

Left Bank: 49 Chickens, 47 Wolves, 0 Boat
Right Bank: 51 Chickens, 50 Wolves, 1 Boat

Left Bank: 49 Chickens, 49 Wolves, 1 Boat
Right Bank: 51 Chickens, 48 Wolves, 0 Boat

Left Bank: 49 Chickens, 48 Wolves, 0 Boat
Right Bank: 51 Chickens, 49 Wolves, 1 Boat

Left Bank: 51 Chickens, 48 Wolves, 1 Boat
Right Bank: 49 Chickens, 49 Wolves, 0 Boat

Left Bank: 50 Chickens, 47 Wolves, 0 Boat
Right Bank: 50 Chickens, 50 Wolves, 1 Boat

Left Bank: 50 Chickens, 49 Wolves, 1 Boat
Right Bank: 50 Chickens, 48 Wolves, 0 Boat

Left Bank: 49 Chickens, 49 Wolves, 0 Boat
Right Bank: 51 Chickens, 48 Wolves, 1 Boat

Left Bank: 51 Chickens, 49 Wolves, 1 Boat
Right Bank: 49 Chickens, 48 Wolves, 0 Boat

Left Bank: 50 Chickens, 48 Wolves, 0 Boat
Right Bank: 50 Chickens, 49 Wolves, 1 Boat

Left Bank: 50 Chickens, 50 Wolves, 1 Boat
Right Bank: 50 Chickens, 47 Wolves, 0 Boat

Left Bank: 50 Chickens, 49 Wolves, 0 Boat
Right Bank: 50 Chickens, 48 Wolves, 1 Boat

Left Bank: 52 Chickens, 49 Wolves, 1 Boat
Right Bank: 48 Chickens, 48 Wolves, 0 Boat

Left Bank: 51 Chickens, 48 Wolves, 0 Boat
Right Bank: 49 Chickens, 49 Wolves, 1 Boat

Left Bank: 51 Chickens, 50 Wolves, 1 Boat
Right Bank: 49 Chickens, 47 Wolves, 0 Boat

Left Bank: 50 Chickens, 50 Wolves, 0 Boat
Right Bank: 50 Chickens, 47 Wolves, 1 Boat

Left Bank: 52 Chickens, 50 Wolves, 1 Boat
Right Bank: 48 Chickens, 47 Wolves, 0 Boat

Left Bank: 51 Chickens, 49 Wolves, 0 Boat
Right Bank: 49 Chickens, 48 Wolves, 1 Boat

Left Bank: 51 Chickens, 51 Wolves, 1 Boat
Right Bank: 49 Chickens, 46 Wolves, 0 Boat

Left Bank: 51 Chickens, 50 Wolves, 0 Boat
Right Bank: 49 Chickens, 47 Wolves, 1 Boat

Left Bank: 53 Chickens, 50 Wolves, 1 Boat
Right Bank: 47 Chickens, 47 Wolves, 0 Boat

Left Bank: 52 Chickens, 49 Wolves, 0 Boat
Right Bank: 48 Chickens, 48 Wolves, 1 Boat

Left Bank: 52 Chickens, 51 Wolves, 1 Boat
Right Bank: 48 Chickens, 46 Wolves, 0 Boat

Left Bank: 51 Chickens, 51 Wolves, 0 Boat
Right Bank: 49 Chickens, 46 Wolves, 1 Boat

Left Bank: 53 Chickens, 51 Wolves, 1 Boat
Right Bank: 47 Chickens, 46 Wolves, 0 Boat

Left Bank: 52 Chickens, 50 Wolves, 0 Boat
Right Bank: 48 Chickens, 47 Wolves, 1 Boat

Left Bank: 52 Chickens, 52 Wolves, 1 Boat
Right Bank: 48 Chickens, 45 Wolves, 0 Boat

Left Bank: 52 Chickens, 51 Wolves, 0 Boat
Right Bank: 48 Chickens, 46 Wolves, 1 Boat

Left Bank: 54 Chickens, 51 Wolves, 1 Boat
Right Bank: 46 Chickens, 46 Wolves, 0 Boat

Left Bank: 53 Chickens, 50 Wolves, 0 Boat
Right Bank: 47 Chickens, 47 Wolves, 1 Boat

Left Bank: 53 Chickens, 52 Wolves, 1 Boat
Right Bank: 47 Chickens, 45 Wolves, 0 Boat

Left Bank: 52 Chickens, 52 Wolves, 0 Boat
Right Bank: 48 Chickens, 45 Wolves, 1 Boat

Left Bank: 54 Chickens, 52 Wolves, 1 Boat
Right Bank: 46 Chickens, 45 Wolves, 0 Boat

Left Bank: 53 Chickens, 51 Wolves, 0 Boat
Right Bank: 47 Chickens, 46 Wolves, 1 Boat

Left Bank: 53 Chickens, 53 Wolves, 1 Boat
Right Bank: 47 Chickens, 44 Wolves, 0 Boat

Left Bank: 53 Chickens, 52 Wolves, 0 Boat
Right Bank: 47 Chickens, 45 Wolves, 1 Boat

Left Bank: 55 Chickens, 52 Wolves, 1 Boat
Right Bank: 45 Chickens, 45 Wolves, 0 Boat

Left Bank: 54 Chickens, 51 Wolves, 0 Boat
Right Bank: 46 Chickens, 46 Wolves, 1 Boat

Left Bank: 54 Chickens, 53 Wolves, 1 Boat
Right Bank: 46 Chickens, 44 Wolves, 0 Boat

Left Bank: 53 Chickens, 53 Wolves, 0 Boat
Right Bank: 47 Chickens, 44 Wolves, 1 Boat

Left Bank: 55 Chickens, 53 Wolves, 1 Boat
Right Bank: 45 Chickens, 44 Wolves, 0 Boat

Left Bank: 54 Chickens, 52 Wolves, 0 Boat
Right Bank: 46 Chickens, 45 Wolves, 1 Boat

Left Bank: 54 Chickens, 54 Wolves, 1 Boat
Right Bank: 46 Chickens, 43 Wolves, 0 Boat

Left Bank: 54 Chickens, 53 Wolves, 0 Boat
Right Bank: 46 Chickens, 44 Wolves, 1 Boat

Left Bank: 56 Chickens, 53 Wolves, 1 Boat
Right Bank: 44 Chickens, 44 Wolves, 0 Boat

Left Bank: 55 Chickens, 52 Wolves, 0 Boat
Right Bank: 45 Chickens, 45 Wolves, 1 Boat

Left Bank: 55 Chickens, 54 Wolves, 1 Boat
Right Bank: 45 Chickens, 43 Wolves, 0 Boat

Left Bank: 54 Chickens, 54 Wolves, 0 Boat
Right Bank: 46 Chickens, 43 Wolves, 1 Boat

Left Bank: 56 Chickens, 54 Wolves, 1 Boat
Right Bank: 44 Chickens, 43 Wolves, 0 Boat

Left Bank: 55 Chickens, 53 Wolves, 0 Boat
Right Bank: 45 Chickens, 44 Wolves, 1 Boat

Left Bank: 55 Chickens, 55 Wolves, 1 Boat
Right Bank: 45 Chickens, 42 Wolves, 0 Boat

Left Bank: 55 Chickens, 54 Wolves, 0 Boat
Right Bank: 45 Chickens, 43 Wolves, 1 Boat

Left Bank: 57 Chickens, 54 Wolves, 1 Boat
Right Bank: 43 Chickens, 43 Wolves, 0 Boat

Left Bank: 56 Chickens, 53 Wolves, 0 Boat
Right Bank: 44 Chickens, 44 Wolves, 1 Boat

Left Bank: 56 Chickens, 55 Wolves, 1 Boat
Right Bank: 44 Chickens, 42 Wolves, 0 Boat

Left Bank: 55 Chickens, 55 Wolves, 0 Boat
Right Bank: 45 Chickens, 42 Wolves, 1 Boat

Left Bank: 57 Chickens, 55 Wolves, 1 Boat
Right Bank: 43 Chickens, 42 Wolves, 0 Boat

Left Bank: 56 Chickens, 54 Wolves, 0 Boat
Right Bank: 44 Chickens, 43 Wolves, 1 Boat

Left Bank: 56 Chickens, 56 Wolves, 1 Boat
Right Bank: 44 Chickens, 41 Wolves, 0 Boat

Left Bank: 56 Chickens, 55 Wolves, 0 Boat
Right Bank: 44 Chickens, 42 Wolves, 1 Boat

Left Bank: 58 Chickens, 55 Wolves, 1 Boat
Right Bank: 42 Chickens, 42 Wolves, 0 Boat

Left Bank: 57 Chickens, 54 Wolves, 0 Boat
Right Bank: 43 Chickens, 43 Wolves, 1 Boat

Left Bank: 57 Chickens, 56 Wolves, 1 Boat
Right Bank: 43 Chickens, 41 Wolves, 0 Boat

Left Bank: 56 Chickens, 56 Wolves, 0 Boat
Right Bank: 44 Chickens, 41 Wolves, 1 Boat

Left Bank: 58 Chickens, 56 Wolves, 1 Boat
Right Bank: 42 Chickens, 41 Wolves, 0 Boat

Left Bank: 57 Chickens, 55 Wolves, 0 Boat
Right Bank: 43 Chickens, 42 Wolves, 1 Boat

Left Bank: 57 Chickens, 57 Wolves, 1 Boat
Right Bank: 43 Chickens, 40 Wolves, 0 Boat

Left Bank: 57 Chickens, 56 Wolves, 0 Boat
Right Bank: 43 Chickens, 41 Wolves, 1 Boat

Left Bank: 59 Chickens, 56 Wolves, 1 Boat
Right Bank: 41 Chickens, 41 Wolves, 0 Boat

Left Bank: 58 Chickens, 55 Wolves, 0 Boat
Right Bank: 42 Chickens, 42 Wolves, 1 Boat

Left Bank: 58 Chickens, 57 Wolves, 1 Boat
Right Bank: 42 Chickens, 40 Wolves, 0 Boat

Left Bank: 57 Chickens, 57 Wolves, 0 Boat
Right Bank: 43 Chickens, 40 Wolves, 1 Boat

Left Bank: 59 Chickens, 57 Wolves, 1 Boat
Right Bank: 41 Chickens, 40 Wolves, 0 Boat

Left Bank: 58 Chickens, 56 Wolves, 0 Boat
Right Bank: 42 Chickens, 41 Wolves, 1 Boat

Left Bank: 58 Chickens, 58 Wolves, 1 Boat
Right Bank: 42 Chickens, 39 Wolves, 0 Boat

Left Bank: 58 Chickens, 57 Wolves, 0 Boat
Right Bank: 42 Chickens, 40 Wolves, 1 Boat

Left Bank: 60 Chickens, 57 Wolves, 1 Boat
Right Bank: 40 Chickens, 40 Wolves, 0 Boat

Left Bank: 59 Chickens, 56 Wolves, 0 Boat
Right Bank: 41 Chickens, 41 Wolves, 1 Boat

Left Bank: 59 Chickens, 58 Wolves, 1 Boat
Right Bank: 41 Chickens, 39 Wolves, 0 Boat

Left Bank: 58 Chickens, 58 Wolves, 0 Boat
Right Bank: 42 Chickens, 39 Wolves, 1 Boat

Left Bank: 60 Chickens, 58 Wolves, 1 Boat
Right Bank: 40 Chickens, 39 Wolves, 0 Boat

Left Bank: 59 Chickens, 57 Wolves, 0 Boat
Right Bank: 41 Chickens, 40 Wolves, 1 Boat

Left Bank: 59 Chickens, 59 Wolves, 1 Boat
Right Bank: 41 Chickens, 38 Wolves, 0 Boat

Left Bank: 59 Chickens, 58 Wolves, 0 Boat
Right Bank: 41 Chickens, 39 Wolves, 1 Boat

Left Bank: 61 Chickens, 58 Wolves, 1 Boat
Right Bank: 39 Chickens, 39 Wolves, 0 Boat

Left Bank: 60 Chickens, 57 Wolves, 0 Boat
Right Bank: 40 Chickens, 40 Wolves, 1 Boat

Left Bank: 60 Chickens, 59 Wolves, 1 Boat
Right Bank: 40 Chickens, 38 Wolves, 0 Boat

Left Bank: 59 Chickens, 59 Wolves, 0 Boat
Right Bank: 41 Chickens, 38 Wolves, 1 Boat

Left Bank: 61 Chickens, 59 Wolves, 1 Boat
Right Bank: 39 Chickens, 38 Wolves, 0 Boat

Left Bank: 60 Chickens, 58 Wolves, 0 Boat
Right Bank: 40 Chickens, 39 Wolves, 1 Boat

Left Bank: 60 Chickens, 60 Wolves, 1 Boat
Right Bank: 40 Chickens, 37 Wolves, 0 Boat

Left Bank: 60 Chickens, 59 Wolves, 0 Boat
Right Bank: 40 Chickens, 38 Wolves, 1 Boat

Left Bank: 62 Chickens, 59 Wolves, 1 Boat
Right Bank: 38 Chickens, 38 Wolves, 0 Boat

